round,seed_offset,feasible,best_ret_pct,best_dd_pct,best_cfg,improved
1,0,True,3.0142382599999795,8.1289373468044,"i0001c02/a10/t2_close/k1/gap[-0.01,None]/board<=2/risk=off/alloc=0.18",True
2,97,True,10.059310650000008,4.751916557903161,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",True
3,194,True,-0.8851760200000003,1.5342980640742334,"i0001c02/a5/profit_lock_t3/k3/gap[-0.005,0.02]/board<=3/risk=off/alloc=0.05",False
4,291,True,8.812326820000038,3.5423614396643064,"i0001c02/a5/profit_lock_t3/k1/gap[-0.005,None]/board<=3/risk=balanced/alloc=0.18",False
5,388,True,0.6799999999999917,0.634480023793001,"i0001c02/a10/profit_lock_t3/k1/gap[None,None]/board<=None/risk=balanced/alloc=0.05",False
6,485,True,19.76283110000001,2.5412623200000053,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",True
7,582,True,7.947368630000029,3.283551990516246,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
8,679,True,-0.5107670000000009,2.9087577454093774,"i0001c02/a10/t2_close/k3/gap[-0.005,0.02]/board<=None/risk=strict/alloc=0.08",False
9,776,True,14.076119240000008,7.886792816041472,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
10,873,True,17.864304409999974,4.517441715531263,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
11,970,True,9.923934610000028,4.152819313576486,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
12,1067,True,26.614726639999997,2.5466026901722416,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",True
13,1164,True,11.169078979999924,3.598311082317162,"i0001c02/a2/profit_lock_t3/k1/gap[None,None]/board<=3/risk=strict/alloc=0.18",False
14,1261,True,2.3335571000000055,6.486350644330782,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
15,1358,True,12.58418173,3.711807032374089,"i0001c02/a5/strong_hold_t3/k3/gap[-0.005,None]/board<=None/risk=balanced/alloc=0.12",False
16,1455,True,0.068885619999981,4.561060395608525,"i0001c02/a10/strong_hold_t3/k1/gap[None,0.02]/board<=3/risk=strict/alloc=0.15",False
17,1552,True,9.082222690000009,6.2921376725695115,"i0001c02/a10/strong_hold_t3/k3/gap[-0.01,0.02]/board<=3/risk=off/alloc=0.18",False
18,1649,True,13.634501039999991,6.3511513049182815,"i0001c02/a5/strong_hold_t3/k3/gap[None,0.02]/board<=2/risk=off/alloc=0.20",False
19,1746,True,8.00892926000003,9.826436145919509,"i0001c02/a2/profit_lock_t3/k1/gap[-0.01,None]/board<=None/risk=balanced/alloc=0.18",False
20,1843,True,16.45037668,5.586093982727043,"i0001c02/a2/strong_hold_t3/k2/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
21,1940,True,8.500766079999988,6.805911520000009,"i0001c02/a10/strong_hold_t3/k1/gap[-0.005,0.02]/board<=None/risk=off/alloc=0.20",False
22,2037,True,15.70724589999999,3.7682811696393737,"i0001c02/a5/t2_close/k1/gap[-0.005,0.02]/board<=2/risk=off/alloc=0.20",False
